date,pressure_avg,temperature_avg,humidity_avg,precipitation,sunshine,wind_direction,wind_speed,pm25_lag1,pm25_lag2,pm25_lag3,pm25_3day_avg,fire_count,fire_pressure,fire_pressure_lag1,fire_pressure_lag2,fire_pressure_3day_avg,month,is_burning_season,pm25
2018-01-07,1010.14,25.88,76.88,0.0,5.7,210,24.076,30.0,23.0,30.0,27.666666666666668,0,0.0,0.0,0.0,0.0,1,1,31.0
2018-01-08,1011.39,26.53,74.25,0.0,6.4,80,11.112,31.0,30.0,23.0,28.0,0,0.0,0.0,0.0,0.0,1,1,26.0
2018-01-09,1012.21,27.14,73.63,0.0,9.6,140,12.964,26.0,31.0,30.0,29.0,2,0.3432,0.0,0.0,0.0,1,1,24.0
2018-01-10,1013.05,26.88,72.13,0.0,9.5,130,22.224,24.0,26.0,31.0,27.0,0,0.0,0.3432,0.0,0.1144,1,1,22.0
2018-01-11,1014.28,25.38,71.5,0.0,5.7,180,16.668,22.0,24.0,26.0,24.0,0,0.0,0.0,0.3432,0.1144,1,1,37.0
2018-01-12,1018.75,19.25,74.5,0.0,0.0,50,18.52,37.0,22.0,24.0,27.666666666666668,0,0.0,0.0,0.0,0.1144,1,1,21.0
2018-01-13,1019.26,18.01,74.63,0.0,0.0,360,16.668,21.0,37.0,22.0,26.666666666666668,0,0.0,0.0,0.0,0.0,1,1,25.0
2018-01-14,1016.91,21.42,70.5,0.0,7.9,280,7.408,25.0,21.0,37.0,27.666666666666668,1,0.8155,0.0,0.0,0.0,1,1,33.0
2018-01-15,1014.19,20.91,74.13,0.0,6.6,200,11.112,33.0,25.0,21.0,26.333333333333332,2,0.8576,0.8155,0.0,0.2718333333333333,1,1,36.0
2018-01-16,1012.29,21.83,72.75,0.0,9.4,80,11.112,36.0,33.0,25.0,31.333333333333332,6,2.2714,0.8576,0.8155,0.5577,1,1,40.0
2018-01-17,1011.81,22.92,71.13,0.0,9.4,240,11.112,40.0,36.0,33.0,36.333333333333336,13,2.1999,2.2714,0.8576,1.3148333333333333,1,1,40.0
2018-01-18,1012.09,22.99,68.38,0.0,9.4,210,9.26,40.0,40.0,36.0,38.666666666666664,11,2.869,2.1999,2.2714,1.7762999999999998,1,1,35.0
2018-01-19,1013.6,22.85,68.0,0.0,9.5,290,20.372,35.0,40.0,40.0,38.333333333333336,10,4.6996,2.869,2.1999,2.4467666666666665,1,1,33.0
2018-01-20,1012.73,22.67,68.25,0.0,10.6,150,12.964,33.0,35.0,40.0,36.0,15,8.0499,4.6996,2.869,3.2561666666666667,1,1,37.0
2018-01-21,1011.76,22.9,68.88,0.0,9.7,120,18.52,37.0,33.0,35.0,35.0,14,2.5596,8.0499,4.6996,5.206166666666666,1,1,41.0
2018-01-22,1011.8,22.53,64.88,0.0,9.9,340,18.52,41.0,37.0,33.0,37.0,14,4.8948,2.5596,8.0499,5.103033333333333,1,1,33.0
2018-01-23,1010.84,22.61,65.5,0.0,11.3,20,7.408,33.0,41.0,37.0,37.0,17,5.1049,4.8948,2.5596,5.1681,1,1,32.0
2018-01-24,1009.92,21.91,60.88,0.0,10.0,120,12.964,32.0,33.0,41.0,35.333333333333336,16,7.0502,5.1049,4.8948,4.1864333333333335,1,1,24.0
2018-01-25,1009.44,21.95,62.13,0.0,10.3,120,16.668,24.0,32.0,33.0,29.666666666666668,5,2.0305,7.0502,5.1049,5.6833,1,1,27.0
2018-01-26,1009.38,24.04,64.0,0.0,7.8,220,9.26,27.0,24.0,32.0,27.666666666666668,0,0.0,2.0305,7.0502,4.728533333333334,1,1,26.0
2018-01-27,1009.5,25.56,68.13,0.0,9.0,130,20.372,26.0,27.0,24.0,25.666666666666668,9,3.1019,0.0,2.0305,3.0269,1,1,30.0
2018-01-28,1009.54,25.81,62.38,0.0,9.3,200,12.964,30.0,26.0,27.0,27.666666666666668,22,4.1459,3.1019,0.0,1.7108,1,1,29.0
2018-01-29,1011.0,24.6,64.0,0.0,10.3,230,11.112,29.0,30.0,26.0,28.333333333333332,14,3.0017,4.1459,3.1019,2.4159333333333333,1,1,32.0
2018-01-30,1010.54,23.78,56.63,0.0,10.1,260,22.224,32.0,29.0,30.0,30.333333333333332,9,1.6233,3.0017,4.1459,3.4165000000000005,1,1,29.0
2018-01-31,1011.65,21.76,55.0,0.0,11.4,210,22.224,29.0,32.0,29.0,30.0,13,5.9869,1.6233,3.0017,2.9236333333333335,1,1,32.0
2018-02-01,1012.38,21.96,53.0,0.0,11.1,140,18.52,32.0,29.0,32.0,31.0,20,5.9443,5.9869,1.6233,3.5373,2,1,35.0
2018-02-02,1013.62,22.54,60.38,0.0,10.0,140,11.112,35.0,32.0,29.0,32.0,10,3.2335,5.9443,5.9869,4.518166666666667,2,1,36.0
2018-02-03,1014.95,23.6,66.25,0.0,7.8,40,11.112,36.0,35.0,32.0,34.333333333333336,8,1.6824,3.2335,5.9443,5.0549,2,1,57.0
2018-02-04,1014.93,24.01,60.88,0.0,9.6,40,18.52,57.0,36.0,35.0,42.666666666666664,2,0.3663,1.6824,3.2335,3.6200666666666663,2,1,59.0
2018-02-05,1016.49,23.35,63.5,0.0,8.9,240,12.964,59.0,57.0,36.0,50.666666666666664,8,1.4209,0.3663,1.6824,1.7607333333333333,2,1,64.0
2018-02-06,1014.78,23.33,62.25,0.0,7.8,210,27.78,64.0,59.0,57.0,60.0,14,3.4687,1.4209,0.3663,1.1565333333333332,2,1,74.0
2018-02-07,1012.88,23.59,63.0,0.0,10.1,190,12.964,74.0,64.0,59.0,65.66666666666667,18,4.4891,3.4687,1.4209,1.7519666666666665,2,1,63.0
2018-02-08,1011.93,24.11,62.5,0.0,9.5,190,12.964,63.0,74.0,64.0,67.0,43,13.1942,4.4891,3.4687,3.1262333333333334,2,1,58.0
2018-02-09,1011.78,23.75,63.13,0.0,6.4,120,14.816,58.0,63.0,74.0,65.0,6,0.7192,13.1942,4.4891,7.050666666666667,2,1,53.0
2018-02-10,1013.98,24.25,61.25,0.0,10.1,140,14.816,53.0,58.0,63.0,58.0,48,12.0005,0.7192,13.1942,6.134166666666666,2,1,48.0
2018-02-11,1015.25,24.34,58.5,0.0,9.8,230,11.112,48.0,53.0,58.0,53.0,34,10.4226,12.0005,0.7192,8.637966666666667,2,1,47.0
2018-02-12,1016.81,24.44,62.63,0.0,9.6,210,18.52,47.0,48.0,53.0,49.333333333333336,5,3.6335,10.4226,12.0005,7.714099999999999,2,1,59.0
2018-02-13,1016.6,25.21,64.75,0.0,9.1,190,12.964,59.0,47.0,48.0,51.333333333333336,2,0.2368,3.6335,10.4226,8.685533333333334,2,1,70.0
2018-02-14,1015.41,26.19,64.63,0.0,9.1,90,9.26,70.0,59.0,47.0,58.666666666666664,1,0.1567,0.2368,3.6335,4.7642999999999995,2,1,67.0
2018-02-15,1013.83,26.48,58.5,0.0,9.3,10,9.26,67.0,70.0,59.0,65.33333333333333,5,0.6551,0.1567,0.2368,1.3423333333333334,2,1,54.0
2018-02-16,1013.02,25.04,51.63,0.0,9.9,360,14.816,54.0,67.0,70.0,63.666666666666664,3,0.2261,0.6551,0.1567,0.3495333333333333,2,1,37.0
2018-02-17,1011.23,24.15,50.75,0.0,10.0,60,9.26,37.0,54.0,67.0,52.666666666666664,0,0.0,0.2261,0.6551,0.3459666666666667,2,1,41.0
2018-02-18,1011.43,24.35,51.63,0.0,8.8,80,11.112,41.0,37.0,54.0,44.0,0,0.0,0.0,0.2261,0.29373333333333335,2,1,46.0
2018-02-19,1011.69,25.42,56.88,0.0,8.8,210,16.668,46.0,41.0,37.0,41.333333333333336,2,0.9675,0.0,0.0,0.07536666666666667,2,1,53.0
2018-02-20,1010.6,26.58,57.0,0.0,10.5,210,18.52,53.0,46.0,41.0,46.666666666666664,3,0.3514,0.9675,0.0,0.3225,2,1,55.0
2018-02-21,1009.1,27.29,58.75,0.0,8.6,120,9.26,55.0,53.0,46.0,51.333333333333336,5,1.0021,0.3514,0.9675,0.4396333333333333,2,1,55.0
2018-02-22,1008.64,28.31,57.25,0.0,9.8,270,11.112,55.0,55.0,53.0,54.333333333333336,3,0.4022,1.0021,0.3514,0.7736666666666666,2,1,45.0
2018-02-23,1011.11,27.79,63.13,0.0,9.8,130,33.336,45.0,55.0,55.0,51.666666666666664,0,0.0,0.4022,1.0021,0.5852333333333334,2,1,41.0
2018-02-24,1013.3,28.18,62.13,0.0,8.6,30,14.816,41.0,45.0,55.0,47.0,4,1.4441,0.0,0.4022,0.4681,2,1,47.0
2018-02-25,1012.16,28.16,52.75,0.0,9.9,100,14.816,47.0,41.0,45.0,44.333333333333336,1,0.1764,1.4441,0.0,0.6154333333333333,2,1,42.0
2018-02-26,1011.48,27.0,56.63,0.0,6.8,240,22.224,42.0,47.0,41.0,43.333333333333336,0,0.0,0.1764,1.4441,0.5401666666666666,2,1,54.0
2018-02-27,1010.58,27.46,58.0,0.0,5.2,200,11.112,54.0,42.0,47.0,47.666666666666664,0,0.0,0.0,0.1764,0.5401666666666666,2,1,53.0
2018-02-28,1010.33,26.48,51.5,0.0,1.2,40,14.816,53.0,54.0,42.0,49.666666666666664,2,0.4948,0.0,0.0,0.0588,2,1,75.0
2018-03-01,1009.58,26.31,52.13,0.0,6.1,160,16.668,75.0,53.0,54.0,60.666666666666664,4,1.0971,0.4948,0.0,0.16493333333333335,3,1,79.0
2018-03-02,1008.6,26.86,50.38,0.0,7.4,180,9.26,79.0,75.0,53.0,69.0,0,0.0,1.0971,0.4948,0.5306333333333333,3,1,72.0
2018-03-03,1008.03,26.64,49.88,0.0,10.2,210,24.076,72.0,79.0,75.0,75.33333333333333,1,0.0718,0.0,1.0971,0.5306333333333333,3,1,57.0
2018-03-04,1009.66,26.18,47.63,0.0,10.4,80,18.52,57.0,72.0,79.0,69.33333333333333,1,0.1498,0.0718,0.0,0.38963333333333333,3,1,59.0
2018-03-05,1009.91,26.71,49.38,0.0,9.5,80,9.26,59.0,57.0,72.0,62.666666666666664,5,0.6364,0.1498,0.0718,0.07386666666666666,3,1,67.0
2018-03-06,1010.12,27.04,51.88,0.0,9.4,120,14.816,67.0,59.0,57.0,61.0,3,0.3181,0.6364,0.1498,0.286,3,1,94.0
2018-03-07,1010.39,27.48,51.13,0.0,10.4,260,11.112,94.0,67.0,59.0,73.33333333333333,4,0.5986,0.3181,0.6364,0.3680999999999999,3,1,65.0
2018-03-08,1010.3,27.2,52.75,1.9,9.1,10,7.408,65.0,94.0,67.0,75.33333333333333,3,0.3741,0.5986,0.3181,0.5177,3,1,102.0
2018-03-09,1012.21,26.58,66.13,0.0,2.7,80,24.076,102.0,65.0,94.0,87.0,0,0.0,0.3741,0.5986,0.43026666666666663,3,1,73.0
2018-03-10,1013.57,27.24,58.63,0.0,2.7,80,24.076,73.0,102.0,65.0,80.0,0,0.0,0.0,0.3741,0.3242333333333333,3,1,39.0
2018-03-11,1012.58,27.04,64.0,6.5,8.6,240,29.632,39.0,73.0,102.0,71.33333333333333,0,0.0,0.0,0.0,0.12469999999999999,3,1,56.0
2018-03-12,1011.96,26.7,64.75,0.0,8.2,210,24.076,56.0,39.0,73.0,56.0,0,0.0,0.0,0.0,0.0,3,1,51.0
2018-03-13,1011.08,26.39,56.13,0.0,10.5,160,14.816,51.0,56.0,39.0,48.666666666666664,1,0.0673,0.0,0.0,0.0,3,1,46.0
2018-03-14,1009.4,26.94,50.5,0.0,10.1,210,27.78,46.0,51.0,56.0,51.0,0,0.0,0.0673,0.0,0.022433333333333333,3,1,66.0
2018-03-15,1009.43,27.5,48.13,0.0,10.4,130,9.26,66.0,46.0,51.0,54.333333333333336,6,1.0213,0.0,0.0673,0.022433333333333333,3,1,74.0
2018-03-16,1009.65,27.4,51.13,0.0,10.3,10,11.112,74.0,66.0,46.0,62.0,8,1.0076,1.0213,0.0,0.36286666666666667,3,1,86.0
2018-03-17,1009.9,28.6,54.13,0.0,9.2,240,14.816,86.0,74.0,66.0,75.33333333333333,22,4.3702,1.0076,1.0213,0.6763,3,1,88.0
2018-03-18,1010.49,29.15,51.5,0.0,9.2,130,16.668,88.0,86.0,74.0,82.66666666666667,2,0.2562,4.3702,1.0076,2.133033333333333,3,1,97.0
2018-03-19,1009.44,28.74,52.38,0.0,10.3,210,24.076,97.0,88.0,86.0,90.33333333333333,4,0.6642,0.2562,4.3702,1.878,3,1,67.0
2018-03-20,1008.92,28.8,48.38,0.0,10.4,160,20.372,67.0,97.0,88.0,84.0,2,0.173,0.6642,0.2562,1.7635333333333332,3,1,60.0
2018-03-21,1009.03,28.06,50.75,0.0,11.2,110,16.668,60.0,67.0,97.0,74.66666666666667,19,2.675,0.173,0.6642,0.36446666666666666,3,1,82.0
2018-03-22,1008.28,28.29,55.13,0.0,10.0,180,18.52,82.0,60.0,67.0,69.66666666666667,25,3.5576,2.675,0.173,1.1707333333333334,3,1,79.0
2018-03-23,1009.91,29.19,60.0,0.0,8.7,230,27.78,79.0,82.0,60.0,73.66666666666667,22,2.984,3.5576,2.675,2.1351999999999998,3,1,72.0
2018-03-24,1011.19,28.87,59.25,1.0,10.2,140,22.224,72.0,79.0,82.0,77.66666666666667,60,7.6413,2.984,3.5576,3.0722,3,1,68.0
2018-03-25,1011.54,29.58,58.25,0.0,10.2,80,14.816,68.0,72.0,79.0,73.0,17,2.5877,7.6413,2.984,4.727633333333333,3,1,76.0
2018-03-26,1011.26,30.0,54.13,0.1,8.6,260,24.076,76.0,68.0,72.0,72.0,20,2.4343,2.5877,7.6413,4.404333333333333,3,1,70.0
2018-03-27,1009.81,29.93,55.13,0.0,10.0,200,22.224,70.0,76.0,68.0,71.33333333333333,9,1.0698,2.4343,2.5877,4.2211,3,1,57.0
2018-03-28,1008.78,28.83,54.88,0.0,9.2,150,16.668,57.0,70.0,76.0,67.66666666666667,5,0.621,1.0698,2.4343,2.0306,3,1,77.0
2018-03-29,1008.54,28.9,54.5,0.0,7.0,60,12.964,77.0,57.0,70.0,68.0,26,3.2523,0.621,1.0698,1.3750333333333333,3,1,104.0
2018-03-30,1008.46,29.96,55.88,0.0,7.2,200,16.668,104.0,77.0,57.0,79.33333333333333,26,2.9072,3.2523,0.621,1.6477000000000002,3,1,105.0
2018-03-31,1009.67,29.0,59.75,1.1,6.5,220,22.224,105.0,104.0,77.0,95.33333333333333,0,0.0,2.9072,3.2523,2.2601666666666667,3,1,105.0
2018-04-01,1010.96,28.09,61.5,0.0,8.0,130,24.076,105.0,105.0,104.0,104.66666666666667,0,0.0,0.0,2.9072,2.0531666666666664,4,1,47.0
2018-04-02,1010.37,28.83,60.13,0.8,7.9,210,35.188,47.0,105.0,105.0,85.66666666666667,3,0.4945,0.0,0.0,0.9690666666666666,4,1,52.0
2018-04-03,1010.41,28.06,58.88,0.0,9.3,100,16.668,52.0,47.0,105.0,68.0,9,1.6934,0.4945,0.0,0.16483333333333333,4,1,34.0
2018-04-04,1008.13,29.51,58.63,0.6,8.4,300,22.224,34.0,52.0,47.0,44.333333333333336,4,0.3808,1.6934,0.4945,0.7293,4,1,41.0
2018-04-05,1008.38,28.16,64.88,0.3,10.1,140,27.78,41.0,34.0,52.0,42.333333333333336,0,0.0,0.3808,1.6934,0.8562333333333334,4,1,33.0
2018-04-06,1008.86,28.5,60.75,0.0,10.8,70,31.484,33.0,41.0,34.0,36.0,1,0.0934,0.0,0.3808,0.6914000000000001,4,1,26.0
2018-04-07,1015.18,25.1,65.38,0.8,2.2,360,42.596,26.0,33.0,41.0,33.333333333333336,0,0.0,0.0934,0.0,0.15806666666666666,4,1,23.0
2018-04-08,1016.81,25.11,54.13,0.0,8.4,350,22.224,23.0,26.0,33.0,27.333333333333332,0,0.0,0.0,0.0934,0.031133333333333332,4,1,18.0
2018-04-09,1013.0,27.03,58.13,0.0,10.6,270,16.668,18.0,23.0,26.0,22.333333333333332,2,0.2334,0.0,0.0,0.031133333333333332,4,1,25.0
2018-04-10,1009.87,29.61,54.5,0.0,10.1,230,25.928,25.0,18.0,23.0,22.0,24,2.5206,0.2334,0.0,0.0778,4,1,41.0
2018-04-11,1008.48,29.73,60.63,0.2,9.2,340,31.484,41.0,25.0,18.0,28.0,73,10.6415,2.5206,0.2334,0.918,4,1,72.0
2018-04-12,1006.94,30.93,56.88,0.0,11.3,210,16.668,72.0,41.0,25.0,46.0,78,11.1059,10.6415,2.5206,4.465166666666667,4,1,69.0
2018-04-13,1007.85,31.81,49.88,0.0,11.5,160,24.076,69.0,72.0,41.0,60.666666666666664,94,32.9273,11.1059,10.6415,8.089333333333334,4,1,71.0
2018-04-14,1007.08,31.91,48.75,0.0,8.8,210,24.076,71.0,69.0,72.0,70.66666666666667,4,0.4269,32.9273,11.1059,18.2249,4,1,89.0
2018-04-15,1007.32,30.99,52.63,0.0,9.2,320,25.928,89.0,71.0,69.0,76.33333333333333,6,0.6509,0.4269,32.9273,14.820033333333335,4,1,94.0
2018-04-16,1008.97,29.67,57.25,0.8,9.7,330,40.744,94.0,89.0,71.0,84.66666666666667,20,3.1812,0.6509,0.4269,11.335033333333335,4,1,64.0
2018-04-17,1012.31,26.31,69.5,10.1,8.9,280,37.04,64.0,94.0,89.0,82.33333333333333,0,0.0,3.1812,0.6509,1.4196666666666669,4,1,33.0
2018-04-18,1011.58,25.75,72.25,4.6,7.6,230,22.224,33.0,64.0,94.0,63.666666666666664,1,0.2027,0.0,3.1812,1.2773666666666668,4,1,27.0
2018-04-19,1008.89,27.79,65.0,0.0,9.6,290,31.484,27.0,33.0,64.0,41.333333333333336,0,0.0,0.2027,0.0,1.1279666666666668,4,1,35.0
2018-04-20,1008.34,27.93,68.0,0.6,8.4,320,35.188,35.0,27.0,33.0,31.666666666666668,2,0.2286,0.0,0.2027,0.06756666666666666,4,1,46.0
2018-04-21,1008.0,29.68,61.25,0.0,11.0,120,18.52,46.0,35.0,27.0,36.0,13,9.9916,0.2286,0.0,0.14376666666666668,4,1,56.0
2018-04-22,1007.53,30.56,59.5,0.0,7.8,200,9.26,56.0,46.0,35.0,45.666666666666664,19,17.099,9.9916,0.2286,3.4067333333333334,4,1,76.0
2018-04-23,1006.6,31.6,55.63,0.0,10.5,210,18.52,76.0,56.0,46.0,59.333333333333336,176,27.4816,17.099,9.9916,9.1064,4,1,75.0
2018-04-24,1006.42,30.63,60.5,0.8,9.0,190,35.188,75.0,76.0,56.0,69.0,17,3.3175,27.4816,17.099,18.190733333333334,4,1,85.0
2018-04-25,1006.94,29.51,66.75,0.8,10.2,350,37.04,85.0,75.0,76.0,78.66666666666667,1,0.0925,3.3175,27.4816,15.966033333333334,4,1,69.0
2018-04-26,1009.18,27.91,67.13,0.0,9.6,320,46.3,69.0,85.0,75.0,76.33333333333333,0,0.0,0.0925,3.3175,10.2972,4,1,44.0
2018-04-27,1011.71,28.3,65.25,15.4,8.0,20,22.224,44.0,69.0,85.0,66.0,0,0.0,0.0,0.0925,1.1366666666666665,4,1,38.0
2018-04-28,1011.98,26.38,77.63,0.5,3.4,210,25.928,38.0,44.0,69.0,50.333333333333336,1,0.0948,0.0,0.0,0.030833333333333334,4,1,32.0
2018-04-29,1010.06,28.33,67.0,0.0,10.6,340,27.78,32.0,38.0,44.0,38.0,0,0.0,0.0948,0.0,0.031599999999999996,4,1,25.0
2018-04-30,1009.5,29.01,64.5,0.0,11.5,210,20.372,25.0,32.0,38.0,31.666666666666668,3,0.6863,0.0,0.0948,0.031599999999999996,4,1,25.0
2018-05-01,1010.28,28.66,71.25,43.8,9.1,190,25.928,25.0,25.0,32.0,27.333333333333332,2,0.6748,0.6863,0.0,0.2603666666666667,5,0,18.0
2018-05-02,1012.4,24.33,88.5,23.1,0.0,30,29.632,18.0,25.0,25.0,22.666666666666668,0,0.0,0.6748,0.6863,0.4537,5,0,11.0
2018-05-03,1011.49,27.55,76.13,9.7,10.0,200,27.78,11.0,18.0,25.0,18.0,0,0.0,0.0,0.6748,0.4537,5,0,13.0
2018-05-04,1010.51,27.6,78.13,0.5,5.5,140,27.78,13.0,11.0,18.0,14.0,0,0.0,0.0,0.0,0.22493333333333332,5,0,15.0
2018-05-05,1010.81,29.36,69.5,0.1,11.6,230,22.224,15.0,13.0,11.0,13.0,0,0.0,0.0,0.0,0.0,5,0,18.0
2018-05-06,1009.49,30.44,64.75,0.0,11.9,80,20.372,18.0,15.0,13.0,15.333333333333334,1,0.1044,0.0,0.0,0.0,5,0,25.0
2018-05-07,1007.69,31.2,61.88,0.0,10.6,180,27.78,25.0,18.0,15.0,19.333333333333332,2,0.3344,0.1044,0.0,0.034800000000000005,5,0,36.0
2018-05-08,1006.76,30.21,65.88,0.0,8.4,210,27.78,36.0,25.0,18.0,26.333333333333332,20,3.0557,0.3344,0.1044,0.14626666666666666,5,0,40.0
2018-05-09,1008.64,29.53,66.88,4.1,7.8,230,33.336,40.0,36.0,25.0,33.666666666666664,43,24.4542,3.0557,0.3344,1.1648333333333334,5,0,41.0
2018-05-10,1009.41,29.13,68.5,5.5,7.4,290,35.188,41.0,40.0,36.0,39.0,6,2.151,24.4542,3.0557,9.281433333333334,5,0,41.0
2018-05-11,1010.28,26.81,76.88,0.0,4.4,360,16.668,41.0,41.0,40.0,40.666666666666664,3,0.8362,2.151,24.4542,9.886966666666666,5,0,41.0
2018-05-12,1009.34,28.69,69.63,9.3,6.5,210,33.336,41.0,41.0,41.0,41.0,1,0.7228,0.8362,2.151,9.147133333333334,5,0,41.0
2018-05-13,1010.4,28.01,67.88,0.0,11.4,240,12.964,41.0,41.0,41.0,41.0,2,2.0289,0.7228,0.8362,1.2366666666666666,5,0,25.0
2018-05-14,1009.51,29.29,63.63,0.5,11.7,340,27.78,25.0,41.0,41.0,35.666666666666664,3,0.8851,2.0289,0.7228,1.1959666666666668,5,0,24.0
2018-05-15,1007.27,29.64,63.5,0.0,11.7,130,22.224,24.0,25.0,41.0,30.0,0,0.0,0.8851,2.0289,1.2122666666666666,5,0,28.0
2018-05-16,1006.9,30.03,61.75,0.0,11.3,290,18.52,28.0,24.0,25.0,25.666666666666668,1,0.1986,0.0,0.8851,0.9713333333333334,5,0,30.0
2018-05-17,1007.27,29.11,64.5,0.0,9.5,10,31.484,30.0,28.0,24.0,27.333333333333332,1,0.4302,0.1986,0.0,0.3612333333333333,5,0,22.0
2018-05-18,1007.32,27.79,70.13,0.0,8.1,340,29.632,22.0,30.0,28.0,26.666666666666668,2,0.8994,0.4302,0.1986,0.2096,5,0,15.0
2018-05-19,1006.75,29.76,63.0,0.0,11.6,340,25.928,15.0,22.0,30.0,22.333333333333332,4,0.8462,0.8994,0.4302,0.5094,5,0,22.0
2018-05-20,1006.73,30.56,60.0,0.0,10.5,210,29.632,22.0,15.0,22.0,19.666666666666668,16,10.0862,0.8462,0.8994,0.7252666666666667,5,0,23.0
2018-05-21,1007.02,30.53,64.13,3.7,11.4,210,37.04,23.0,22.0,15.0,20.0,3,0.3863,10.0862,0.8462,3.9439333333333333,5,0,23.0
2018-05-22,1009.8,27.44,74.75,0.0,7.4,220,11.112,23.0,23.0,22.0,22.666666666666668,0,0.0,0.3863,10.0862,3.7729,5,0,14.0
2018-05-23,1008.54,29.91,65.5,57.7,10.0,150,22.224,14.0,23.0,23.0,20.0,0,0.0,0.0,0.3863,3.4908333333333332,5,0,18.0
2018-05-24,1008.59,27.14,78.25,1.2,6.5,220,27.78,18.0,14.0,23.0,18.333333333333332,0,0.0,0.0,0.0,0.12876666666666667,5,0,13.0
2018-05-25,1007.95,27.41,75.25,0.0,7.6,220,20.372,13.0,18.0,14.0,15.0,1,0.1965,0.0,0.0,0.0,5,0,13.0
2018-05-26,1007.7,29.23,70.5,0.0,6.6,130,25.928,13.0,13.0,18.0,14.666666666666666,0,0.0,0.1965,0.0,0.0655,5,0,14.0
2018-05-27,1008.61,28.89,68.38,0.0,6.0,210,29.632,14.0,13.0,13.0,13.333333333333334,0,0.0,0.0,0.1965,0.0655,5,0,11.0
2018-05-28,1009.36,25.99,84.38,5.1,0.0,320,16.668,11.0,14.0,13.0,12.666666666666666,0,0.0,0.0,0.0,0.0655,5,0,11.0
2018-05-29,1009.39,26.01,83.25,28.1,0.3,210,31.484,11.0,11.0,14.0,12.0,1,0.476,0.0,0.0,0.0,5,0,11.0
2018-05-30,1008.98,25.96,86.25,1.1,0.0,120,25.928,11.0,11.0,11.0,11.0,0,0.0,0.476,0.0,0.15866666666666665,5,0,11.0
2018-05-31,1009.66,27.95,76.25,3.1,1.9,210,20.372,11.0,11.0,11.0,11.0,0,0.0,0.0,0.476,0.15866666666666665,5,0,11.0
2018-06-01,1009.49,28.1,76.25,15.1,1.4,150,27.78,11.0,11.0,11.0,11.0,0,0.0,0.0,0.0,0.15866666666666665,6,0,11.0
2018-06-02,1008.35,28.69,73.25,0.6,2.5,210,24.076,11.0,11.0,11.0,11.0,0,0.0,0.0,0.0,0.0,6,0,9.0
2018-06-03,1005.99,30.15,67.38,0.0,2.5,190,25.928,9.0,11.0,11.0,10.333333333333334,0,0.0,0.0,0.0,0.0,6,0,12.0
2018-06-04,1005.45,29.83,66.25,0.0,0.0,150,20.372,12.0,9.0,11.0,10.666666666666666,1,0.1042,0.0,0.0,0.0,6,0,14.0
2018-06-05,1006.26,30.64,63.63,0.0,2.5,160,31.484,14.0,12.0,9.0,11.666666666666666,2,0.5023,0.1042,0.0,0.03473333333333333,6,0,14.0
2018-06-06,1007.06,30.08,67.63,0.0,3.3,210,14.816,14.0,14.0,12.0,13.333333333333334,1,0.5682,0.5023,0.1042,0.20216666666666663,6,0,13.0
2018-06-07,1005.37,29.71,68.38,2.5,7.5,210,27.78,13.0,14.0,14.0,13.666666666666666,0,0.0,0.5682,0.5023,0.3915666666666667,6,0,13.0
2018-06-08,1004.15,29.41,68.0,0.0,4.7,210,31.484,13.0,13.0,14.0,13.333333333333334,0,0.0,0.0,0.5682,0.35683333333333334,6,0,12.0
2018-06-09,1004.17,27.2,78.63,4.1,0.8,140,14.816,12.0,13.0,13.0,12.666666666666666,0,0.0,0.0,0.0,0.1894,6,0,10.0
2018-06-10,1005.78,26.1,88.13,6.3,0.2,260,16.668,10.0,12.0,13.0,11.666666666666666,0,0.0,0.0,0.0,0.0,6,0,11.0
2018-06-11,1005.19,26.31,88.88,6.1,0.0,210,24.076,11.0,10.0,12.0,11.0,0,0.0,0.0,0.0,0.0,6,0,11.0
2018-06-12,1005.79,26.26,86.13,3.8,0.1,250,12.964,11.0,11.0,10.0,10.666666666666666,0,0.0,0.0,0.0,0.0,6,0,9.0
2018-06-13,1004.76,26.96,81.13,0.7,0.0,200,22.224,9.0,11.0,11.0,10.333333333333334,0,0.0,0.0,0.0,0.0,6,0,11.0
2018-06-14,1004.43,27.01,81.5,0.8,3.0,210,24.076,11.0,9.0,11.0,10.333333333333334,0,0.0,0.0,0.0,0.0,6,0,15.0
2018-06-15,1003.81,27.68,78.75,0.8,3.2,220,11.112,15.0,11.0,9.0,11.666666666666666,0,0.0,0.0,0.0,0.0,6,0,14.0
2018-06-16,1003.3,28.79,73.5,0.0,4.2,180,16.668,14.0,15.0,11.0,13.333333333333334,0,0.0,0.0,0.0,0.0,6,0,19.0
2018-06-17,1002.4,28.28,75.13,0.0,0.9,210,27.78,19.0,14.0,15.0,16.0,1,1.3759,0.0,0.0,0.0,6,0,29.0
2018-06-18,1001.68,28.74,73.5,0.0,3.2,140,12.964,29.0,19.0,14.0,20.666666666666668,0,0.0,1.3759,0.0,0.4586333333333333,6,0,34.0
2018-06-19,1003.07,28.55,76.38,4.2,2.6,300,16.668,34.0,29.0,19.0,27.333333333333332,0,0.0,0.0,1.3759,0.4586333333333333,6,0,28.0
2018-06-20,1005.62,29.49,71.63,0.0,9.6,210,33.336,28.0,34.0,29.0,30.333333333333332,0,0.0,0.0,0.0,0.4586333333333333,6,0,20.0
